"","text","page","method"
"8152","1880           2,622                  G.A.F.C. Bentinck             C       1,204",328,"hathi"
"8153","                                      W.C. Gully                    L       1,072",328,"hathi"
"8154","                                                      330",328,"hathi"
"8155","",328,"hathi"
"8156","                                      WlGAN         [190]",329,"hathi"
"8157","                                          (Two Seats)",329,"hathi"
"8158","Election         Electors     Candidate                     Party   Votes",329,"hathi"
"8159","1832             483        tR. Thicknesse                  L       302",329,"hathi"
"8160","                             R. Potter                      L       296",329,"hathi"
"8161","                             J. Whittle                     L       212",329,"hathi"
"8162","                            tJ.H. Kearsley                  C       174",329,"hathi"
"8163","1835             495          J.H. Kearsley                 C       296",329,"hathi"
"8164","                              R. Potter                     L       191",329,"hathi"
"8165","                              C.S. Standish                 L       166",329,"hathi"
"8166","1837             539          CS. Standish                  L       249",329,"hathi"
"8167","                              R. Potter                     L       245",329,"hathi"
"8168","                              J.H. Kearsley                 C       229",329,"hathi"
"8169","                              P. Greenall                   C       211",329,"hathi"
"8170","[Resignation of Potter]",329,"hathi"
"8171","1839             551*         W. Ewart                      L       261",329,"hathi"
"8172","(9/3)                         J.H. Kearsley                 C       2S9",329,"hathi"
"8173","1841             586          P. Greenall                   C       273",329,"hathi"
"8174","                            **T.B. Crosse                   C       268",329,"hathi"
"8175","                             'C.S. Standish                 L       264",329,"hathi"
"8176","                              C.P. Grenfell                 L       263",329,"hathi"
"8177","[Death of Greenall]",329,"hathi"
"8178","1845             517'         Hon.   J.   Lindsay           C       274",329,"hathi"
"8179","(16/10)                       R.A. Thicknesse               L       211",329,"hathi"
"8180","1847             637          Hon.   J.   Lindsay           C       Unopp.",329,"hathi"
"8181","                              R.A. Thicknesse               L       Unopp.",329,"hathi"
"8182","1852             718          R.A. Thicknesse               L       366",329,"hathi"
"8183","                              Hon. J. Lindsay               c       356",329,"hathi"
"8184","                              F.S. Powell                   c       324",329,"hathi"
"8185","[Death of Thicknesse]",329,"hathi"
"8186","1854             788          J.Acton                       L       339",329,"hathi"
"8187","(3/10)                        F.S. Powell                   C       334",329,"hathi"
"8188","1857             797          F.S. Powell                   C       492",329,"hathi"
"8189","                              H.Woods                       L       447",329,"hathi"
"8190","                              Hon. J. Lindsay               C       309",329,"hathi"
"8191","1859            835           Hon. J. Lindsay               C       500",329,"hathi"
"8192","                              H. Woods                      L       476",329,"hathi"
"8193","                              F.S. Powell                   C       273",329,"hathi"
"8194","1865            863           Hon. J. Lindsay               C       Unopp.",329,"hathi"
"8195","                              H.Woods                       L       Unopp.",329,"hathi"
"8196","                                                331",329,"hathi"
"8197","",329,"hathi"
"8198","                                     BANBURY     [17]",32,"hathi"
"8199","Election          Electors   Candidate                  Party   Votes",32,"hathi"
"8200","1832                329      H.W. Tancred               L       Unopp.",32,"hathi"
"8201","1835                368      H.W. Tancred                        205",32,"hathi"
"8202","                             E.L.Williams                         45",32,"hathi"
"8203","1837                343      H.W. Tancred               L         181",32,"hathi"
"8204","                             H . Tawney                 C          75",32,"hathi"
"8205","1841                385      H.W. Tancred               L         124",32,"hathi"
"8206","                             H. Holbech                 C         100",32,"hathi"
"8207","                             H. Vincent                 Ch         51",32,"hathi"
"8208","1847                465      H.W. Tancred               L        226",32,"hathi"
"8209","                             J.McGregor                 C         164",32,"hathi"
"8210","1852                491      H.W. Tancred                       Unopp.",32,"hathi"
"8211","1857               538       H.W. Tancred                        216",32,"hathi"
"8212","                             E. Yates                             58",32,"hathi"
"8213","[Resignation]",32,"hathi"
"8214","1859               672       B. Samuelson               L         177",32,"hathi"
"8215","19/2)                        J. Hardy                   c         176",32,"hathi"
"8216","                             E. Miall                   L         118",32,"hathi"
"8217","1859                672      Sir C.E. Douglas                    235",32,"hathi"
"8218","                             B. Samuelson                         199",32,"hathi"
"8219","                   614       B. Samuelson               L        206",32,"hathi"
"8220","                             C. Bell                    C         165",32,"hathi"
"8221","                             Sir C.E. Douglas           L         160",32,"hathi"
"8222","1868              1,524      B. Samuelson               L         772",32,"hathi"
"8223","                             G. Stratton                C         397",32,"hathi"
"8224","1874              1,906      B. Samuelson               L        760",32,"hathi"
"8225","                             J.J.   Wilkinson           c        676",32,"hathi"
"8226","1880              1,848      B. Samuelson               L       1,018",32,"hathi"
"8227","                             T.G. Bowles                C        583",32,"hathi"
"8228","Petition   :-",32,"hathi"
"8229","        1865:   Dismissed",32,"hathi"
"8230","                                            34",32,"hathi"
"8231","",32,"hathi"
"8232","                                                WIGAN       [190]   (Cont.:",330,"hathi"
"8233","                                                      (Two Seats)",330,"hathi"
"8234","Election             Electors              Candidate                                         Party            Votes",330,"hathi"
"8235","[Resignation of Lindsay]",330,"hathi"
"8236","1866                  863                  N. Eckersley                                      C                 411",330,"hathi"
"8237","(27/3)                                     J.   Lancaster                                    L                  349",330,"hathi"
"8238","1868                 3,939                 H.Woods                                           L                2,219",330,"hathi"
"8239","                                           J.   Lancaster                                    L                2,166",330,"hathi"
"8240","                                           N. Eckersley                                      C                1,920",330,"hathi"
"8241","                                           J.   Pearson                                      c                1375",330,"hathi"
"8242","1874                 5,062                 Lord Lindsay                                      C                2,493",330,"hathi"
"8243","                                           T. Knowles                                        c                2,401",330,"hathi"
"8244","                                           J.   Lancaster                                    L                1383",330,"hathi"
"8245","                                           W. Pickard                                        L/Lab            1,134",330,"hathi"
"8246","                                           H.Woods                                           L                1,029",330,"hathi"
"8247","1880                 6,120                 Lord Lindsay                                      C                2,946",330,"hathi"
"8248","                                           T. Knowles                                        C                2^13",330,"hathi"
"8249","                                           J.   Lancaster                                    L                2380",330,"hathi"
"8250","                                           G. McCorquodale                                   L                2,653",330,"hathi"
"8251","[Succession    of Lindsay to the Peerage — Earl of Crawford and Balcarres]",330,"hathi"
"8252","1881                 5337                  F    S.Powell                                     C                3,005",330,"hathi"
"8253","(20/1)                                     J.   Lancaster                                    L                2,536",330,"hathi"
"8254","[Election declared     void on petition]",330,"hathi"
"8255","1882                 6,097                 Hon. A.F. Egerton                                 C                2367",330,"hathi"
"8256","(4/12)                                     W.Wren                                            L                2,243",330,"hathi"
"8257","[Death     of Knowles]",330,"hathi"
"8258","1883                                       N. Eckersley                                                       Unopp.",330,"hathi"
"8259","(21/12)",330,"hathi"
"8260","Petitions:",330,"hathi"
"8261","  1839:              Dismissed",330,"hathi"
"8262","  1841 :             Election of Crosse declared     void. Standish duly elected   after scrutiny. Petition",330,"hathi"
"8263","                     against Greenall dismissed",330,"hathi"
"8264","  1845               Dismissed",330,"hathi"
"8265","  1868               Dismissed",330,"hathi"
"8266","  1881               Void election",330,"hathi"
"8267","                                                             332",330,"hathi"
"8268","",330,"hathi"
"8269","                                               WlLTON         [191]",331,"hathi"
"8270","Election          Electors            Candidate                               Party        Votes",331,"hathi"
"8271","1832                204              tJ.H.   Penruddocke                      C            Unopp.",331,"hathi"
"8272","1835                203               J.H. Penruddocke                                     Unopp.",331,"hathi"
"8273","1837                210               E. Baker                                             Unopp.",331,"hathi"
"8274","1841                194               Viscount Fitzharris                                  Unopp.",331,"hathi"
"8275","[Succession   to the Peerage — Earl of Malmesbury]",331,"hathi"
"8276","1841                                  Viscount Somerton                                    Unopp.",331,"hathi"
"8277","16/10)",331,"hathi"
"8278","1847                216               Viscount Somerton                                    Unopp.",331,"hathi"
"8279","1852                219               C.H.W. A,Court                          L            125",331,"hathi"
"8280","                                      J.G.J.   Greene                         C                26",331,"hathi"
"8281","[Resignation on appointment as a Special Commissioner of Property and lncome Tax in lreland]",331,"hathi"
"8282","1855                                  E. Antrobus                                          Unopp.",331,"hathi"
"8283","(28/3)",331,"hathi"
"8284","1857                251               E. Antrobus                                          Unopp.",331,"hathi"
"8285","1859                258               E. Antrobus                                          Unopp.",331,"hathi"
"8286","                    265               E. Antrobus                                          Unopp.",331,"hathi"
"8287","                    931t              E. Antrobus                                          Unopp.",331,"hathi"
"8288","1874              1,040               Sir E. Antrobus, Bt.                                 Unopp.",331,"hathi"
"8289","[Resignation]",331,"hathi"
"8290","1877              1,087               Hon.S. Herbert                          C            751",331,"hathi"
"8291","(21/2)                                J.F.   Norris                           L            187",331,"hathi"
"8292","1880              1,401               Hon. S. Herbert                         C            819",331,"hathi"
"8293","                                      J.Arch                                  L/Lab        397",331,"hathi"
"8294","[Appointed a Lord Commissioner of the Treasury]",331,"hathi"
"8295","1885                                  Hon.S. Herbert                                           Unopp.",331,"hathi"
"8296","(2/7)",331,"hathi"
"8297","Petition: —",331,"hathi"
"8298","  1880:           Withdrawn",331,"hathi"
"8299","                                                        333",331,"hathi"
"8300","",331,"hathi"
"8301","                                     WINCHESTER                [192]",332,"hathi"
"8302","                                                 (Two Seats)",332,"hathi"
"8303","Election         Electors          Candidate                               Votes",332,"hathi"
"8304","1832             531              tP.St.J. Mildmay                     L   351",332,"hathi"
"8305","                                   W.B. Baring                         L   263",332,"hathi"
"8306","                                  tJ.B.   East                         C   151",332,"hathi"
"8307","1835             515               J.B.   East                         C   254",332,"hathi"
"8308","                                   W.B. Baring                         L   176",332,"hathi"
"8309","                                   P.St.J. Mildmay                     L   123",332,"hathi"
"8310","1837             585               J.B.   East                         C   258",332,"hathi"
"8311","                                   P.St. J. Mildmay                    L   242",332,"hathi"
"8312","                                   B. Escott                           C   216",332,"hathi"
"8313","1841             567               J.B.   East                         C   320",332,"hathi"
"8314","                                   B. Escott                           C   292",332,"hathi"
"8315","                                   R.B. Crowder                        L   191",332,"hathi"
"8316","                                   F. Pigott                           L   166",332,"hathi"
"8317","1847             684               J.B. Carter                         L   363",332,"hathi"
"8318","                                   Sir J.B. East, Bt.                  C   315",332,"hathi"
"8319","                                   B. Escott                           L   243",332,"hathi"
"8320","1852             788               J.B. Carter                         L   376",332,"hathi"
"8321","                                   Sir J.B. East, Bt.                  C   269",332,"hathi"
"8322","                                   W.W.     Bulpett                    L   288",332,"hathi"
"8323","1857             842               J.B. Carter                         L",332,"hathi"
"8324","                                   Sir J.B. East, Bt.                  C   384",332,"hathi"
"8325","                                   W.S. Portal                         L   253",332,"hathi"
"8326","1859             866               Sir J.B. East Bt.                   C   402",332,"hathi"
"8327","                                   J.B. Carter                         L   349",332,"hathi"
"8328","                                   T.W. Fleming                        c   341",332,"hathi"
"8329","                                   G.J.S.    Lefevre                   L   231",332,"hathi"
"8330","[Resignation of East]",332,"hathi"
"8331","1864                               T.W. Fleming                            Unopp.",332,"hathi"
"8332","(10/2)",332,"hathi"
"8333","1865             963               J.B. Carter                         L   459",332,"hathi"
"8334","                                   W.B. Simonds                        C   367",332,"hathi"
"8335","                                   T.W. Fleming                        C   336",332,"hathi"
"8336","[Appointment of Carter as a Lord Commissioner of the Treasury]",332,"hathi"
"8337","1866             963               J.B.   Carter                       L   361",332,"hathi"
"8338","(4/6)                              C. Lempriere                        c    46",332,"hathi"
"8339","1868           1,621               W.B. Simonds                        C   830",332,"hathi"
"8340","                                   J.B. Carter                         L   690",332,"hathi"
"8341","                                   A. J. Scott                         L   529",332,"hathi"
"8342","                                                       334",332,"hathi"
"8343","",332,"hathi"
"8344","                      WlNCHESTER         [192]   (Cont.)",333,"hathi"
"8345","                                (Two Seats)",333,"hathi"
"8346","Election   Electors    Candidate                           Party   Votes",333,"hathi"
"8347","1874       1,793       W.B.Simonds                         C       949",333,"hathi"
"8348","                       A.R.Naghten                         C       793",333,"hathi"
"8349","                       J.B.Carter                          L       657",333,"hathi"
"8350","1880       2,011       Viscount Baring                     L       979",333,"hathi"
"8351","                       R.Moss                              C       808",333,"hathi"
"8352","                       W.B.Simonds                         C       773",333,"hathi"
"8353","                                     335",333,"hathi"
"8354","",333,"hathi"
"8355","                                         WlNDSOR [193]",334,"hathi"
"8356","                             (Two seats until 1868; one seat from 1868)",334,"hathi"
"8357","Election          Electors             Candidate                          Party   Votes",334,"hathi"
"8358","1832              507                 tJ.   Ramsbottom                    L       408",334,"hathi"
"8359","                                       SirS.J.B. Pechell, Bt.             L       230",334,"hathi"
"8360","                                       Sir J.E. de Beauvoir               L       206",334,"hathi"
"8361","1835              504                  J. Ramsbottom                      L       353",334,"hathi"
"8362","                                  *",334,"hathi"
"8363","                                      'Sir J.E.  de Beauvoir              L       239",334,"hathi"
"8364","                                      *Sir J. Elley                       C       231",334,"hathi"
"8365","1837              703                  J. Ramsbottom                      L       326",334,"hathi"
"8366","                                       R. Gordon                          L       292",334,"hathi"
"8367","                                       Sir J.E. de Beauvoir               L       182",334,"hathi"
"8368","                                       T. Bulkeley                        C       140",334,"hathi"
"8369","1841              642                  J. Ramsbottom                      L       316",334,"hathi"
"8370","                                       R. Neville                         c       311",334,"hathi"
"8371","                                       W.F. Fergusson                     L       265",334,"hathi"
"8372","                                       Sir J.E. de Beauvoir               L       130",334,"hathi"
"8373","[Death of Ramsbottom]",334,"hathi"
"8374","1845                                   G.A. Reid                                  Unopp.",334,"hathi"
"8375","(8/11)",334,"hathi"
"8376","[Appointment of Neville as a Lord Commissioner of the Treasury]",334,"hathi"
"8377","1846                                   R.Neville                                  Unopp.",334,"hathi"
"8378","(14/3)",334,"hathi"
"8379","1847              728                  Lord John Hay                      L       Unopp.",334,"hathi"
"8380","                                       G.A. Reid                          c       Unopp.",334,"hathi"
"8381","[Resignation of Hay]",334,"hathi"
"8382","1850                                   J.   Hatchell                              Unopp.",334,"hathi"
"8383","(6/2)",334,"hathi"
"8384","[Appointment of Hatchell as Attorney -General for lreland]",334,"hathi"
"8385","1851                                   J.   Hatchell                              Unopp.",334,"hathi"
"8386","(10/2)",334,"hathi"
"8387","[Death of Reid]",334,"hathi"
"8388","1852              712                  C.W. Grenfell                      L       330",334,"hathi"
"8389","(22/5)                                 A. Vansittart                      C       230",334,"hathi"
"8390","1852              712                  Lord Charles Wellesley             C       241",334,"hathi"
"8391","                                       C.W. Grenfell                      L       224",334,"hathi"
"8392","                                       S. Ricardo                         L       210",334,"hathi"
"8393","                                       T. Bulkeley                        C       107",334,"hathi"
"8394","[Resignation of Wellesley]",334,"hathi"
"8395","1855                                   S. Ricardo                                 Unopp.",334,"hathi"
"8396","(14/2)",334,"hathi"
"8397","                                                       336",334,"hathi"
"8398","",334,"hathi"
"8399","                                               WINDSOR         [193]    (Cont.)",335,"hathi"
"8400","                                  (Two seats until 1868; one seat from 1868)",335,"hathi"
"8401","Election              Electors                 Candidate                                       Party    Votes",335,"hathi"
"8402","1857                   642                     W. Vansittart                                   C        325",335,"hathi"
"8403","                                               C.W. Grenfell                                   L        289",335,"hathi"
"8404","                                               S. Ricardo                                      L        286",335,"hathi"
"8405","1859                    609                    W. Vansittart                                   C        326",335,"hathi"
"8406","                                               G.W. Hope                                       C        269",335,"hathi"
"8407","                                               C.W. Grenfell                                   L        246",335,"hathi"
"8408","[Death     of Hope]",335,"hathi"
"8409","1863                    619                    R.H.R.H. Vyse                                            287",335,"hathi"
"8410","(4/11)                                         A.D. Hayter                                              236",335,"hathi"
"8411","1866                    661                    Sir H.A. Hoare, Bt.                             L        324",335,"hathi"
"8412","                                               H. Labouchere                                   L        323",335,"hathi"
"8413","                                               W. Vansittart                                   L        291",335,"hathi"
"8414","                                               R.H.R.H. Vyse                                   C        251",335,"hathi"
"8415","[Election declared      void on petition]",335,"hathi"
"8416","1866                                           C. Edwards                                      L        Unopp.",335,"hathi"
"8417","(9/5)                                          R.Eykyn                                         L        Unopp.",335,"hathi"
"8418","1868                  1,777t                   R. Eykyn                                        L        803",335,"hathi"
"8419","                                               R.R. Gardner                                    C        796",335,"hathi"
"8420","1874                  1,951                    R.R. Gardner                                    C       1,064",335,"hathi"
"8421","                                               R. Eykyn                                        L         618",335,"hathi"
"8422","1880                  2,122                    R.R. Gardner                                    C        995",335,"hathi"
"8423","                                               V.W.B. Van de Weyer                             L        824",335,"hathi"
"8424","Petitions:—",335,"hathi"
"8425","  1835:               Election of Beeuvoir declared        void. Elley duly elected after scrutiny",335,"hathi"
"8426","  1841:               Withdrawn",335,"hathi"
"8427","  1852:               Dismissed   (Wellesley   only)",335,"hathi"
"8428","  1859:               Withdrawn",335,"hathi"
"8429","  1865:               Void election",335,"hathi"
"8430","  1868:               Dismissed",335,"hathi"
"8431","  1874:               Dismissed",335,"hathi"
"8432","                                                               337",335,"hathi"
"8433","",335,"hathi"
"8434","                                        WOLVERHAMPTON              [194]",336,"hathi"
"8435","                                                     (Two Seats)",336,"hathi"
"8436","Election         Electors               Candidate                                          Votes",336,"hathi"
"8437","1832             1,700                  tW.W. Whitmore                         L            850",336,"hathi"
"8438","                                         R. Fryer                              L            810",336,"hathi"
"8439","                                         F. Holyoake                           C            615",336,"hathi"
"8440","                                         J. Nicholson                          L            368",336,"hathi"
"8441","1835             1,839                   C.P. Villiers                         L            776",336,"hathi"
"8442","                                         T. Thornely                           L            776",336,"hathi"
"8443","                                         D. Fereday                            C            658",336,"hathi"
"8444","                                         J. Nicholson                          L            374",336,"hathi"
"8445","1837             2,170                   C.P. Villiers                         L           1,068",336,"hathi"
"8446","                                         T. Thornely                            L          1,024",336,"hathi"
"8447","                                         J.R. Burton                           c             623",336,"hathi"
"8448","                                         J. Benbow                             c             613",336,"hathi"
"8449","1841             2.571                   T. Thornely                                       Unopp.",336,"hathi"
"8450","                                         Hon. C.P. Villiers                                Unopp.",336,"hathi"
"8451","1847             2,692                   T. Thornely                            L          Unopp.",336,"hathi"
"8452","                                         Hon. C.P. Villiers                     L          Unopp.",336,"hathi"
"8453","1852             3,587                   T. Thornely                            L          Unopp.",336,"hathi"
"8454","                                         Hon. C.P. Villiers                     L          Unopp.",336,"hathi"
"8455","[Appointment of Villiers as Judge-Advocate General ]",336,"hathi"
"8456","1853                                     C.P. Villiers                                     Unopp.",336,"hathi"
"8457","(4/1)",336,"hathi"
"8458","1857             3,611                   T. Thornely                            L          Unopp.",336,"hathi"
"8459","                                         C.P. Villiers                          L          Unopp.",336,"hathi"
"8460","1859             3,821                   Sir R. Bethell                                    Unopp.",336,"hathi"
"8461","                                         C.P. Villiers                                     Unopp.",336,"hathi"
"8462","[Appointment of Bethell as Attorney-General]",336,"hathi"
"8463","1859                                     Sir R. Bethell                                    Unopp.",336,"hathi"
"8464","(27/6)",336,"hathi"
"8465","[Appointment of Villiers as President    of the Poor Law Board]",336,"hathi"
"8466","1859                                     C.P. Villiers                                     Unopp.",336,"hathi"
"8467","(9/7)",336,"hathi"
"8468","[Resignation of Bethell on appointment as Lord Chancellor and elevation to the Peerage —",336,"hathi"
"8469"," Lord Westbury ]",336,"hathi"
"8470","1861             4,1 10t                 T.M.Weguelin                           L          1,363",336,"hathi"
"8471","(3/7)                                    S.Griffiths                            L           772",336,"hathi"
"8472","                                         A.S. Hill                             C            665",336,"hathi"
"8473","                                                          338",336,"hathi"
"8474","",336,"hathi"
"8475","                            WOLVERHAMPTON            [194]   (Cont.)",337,"hathi"
"8476","                                         (Two Seats)",337,"hathi"
"8477","Election        Electors       Candidate                               Party    Votes",337,"hathi"
"8478","1865            4,830          C.P. Villiers                           L        1,623",337,"hathi"
"8479","                               T.M. Weguelin                           L        1,519",337,"hathi"
"8480","                               T. Thorneycrof   t                      C            47",337,"hathi"
"8481","1868           15,772          C.P. Villiers                           L        Unopp.",337,"hathi"
"8482","                               T.M. Weguelin                           L        Unopp.",337,"hathi"
"8483","1874           23,257          C.P. Villiers                           L       10,358",337,"hathi"
"8484","                               T.M. Weguelin                           L       10,036",337,"hathi"
"8485","                               W.Williams                              C        3,628",337,"hathi"
"8486","1880           22321           C.P. Villiers                           L       12,197",337,"hathi"
"8487","                               H.H. Fowler                             L       1 1 ,606",337,"hathi"
"8488","                               A. Hickman                              C        5374",337,"hathi"
"8489","Petition : —",337,"hathi"
"8490","  1861:         Withdrawn",337,"hathi"
"8491","                                               339",337,"hathi"
"8492","",337,"hathi"
"8493","                                              WOODSTOCK [195]",338,"hathi"
"8494","Election          Electors                  Candidate                           Party",338,"hathi"
"8495","1832              317                       Marquess    of Blandford            C",338,"hathi"
"8496","1835              306                       Lord Charles Churchill              C",338,"hathi"
"8497","1837              330                       H. Peyton                           C",338,"hathi"
"8498","                                            Lord Charles Churchill              C",338,"hathi"
"8499","[Resignation]",338,"hathi"
"8500","1838              385                       Marquess of Blandford               C",338,"hathi"
"8501","(11/5)                                      Lord John Churchill                 L",338,"hathi"
"8502","[Succession   to the Peerage — Duke of Marlborough]",338,"hathi"
"8503","1840                                        F.Thesiger                          C",338,"hathi"
"8504","(20/3)",338,"hathi"
"8505","1841              356                       F.Thesiger                          C",338,"hathi"
"8506","[Resignation on appointment as Solicitor-General and decision to contest Abingdon]",338,"hathi"
"8507","1844                                        Marquess    of Blandford            C",338,"hathi"
"8508","(22/4)",338,"hathi"
"8509","[Resignation]",338,"hathi"
"8510","1845                                        Viscount Loftus                     C",338,"hathi"
"8511","(1/5)",338,"hathi"
"8512","[Succession   to the Peerage   - Marquess    of Ely]",338,"hathi"
"8513","1845                                        Lord Alfred Churchill               C",338,"hathi"
"8514","(18/12)",338,"hathi"
"8515","1847              404                       Marquess    of Blandford            C",338,"hathi"
"8516","1852              347                       Marquess    of Blandford            C",338,"hathi"
"8517","1857              336                       Marquess    of Blandford            C",338,"hathi"
"8518","[Succession to the Peerage — Duke of Marlborough]",338,"hathi"
"8519","1857                                        Lord Alfred Churchill               C",338,"hathi"
"8520","(24/7)",338,"hathi"
"8521","1859              310                       Lord Alfred Churchill               C",338,"hathi"
"8522","1865              286                       H.Barnett                           C",338,"hathi"
"8523","                                            M. Henry                            L",338,"hathi"
"8524","1868            1,127                       H.Barnett                           C",338,"hathi"
"8525","                                            Hon. G.C. Brodrick                  L",338,"hathi"
"8526","                                                           340",338,"hathi"
"8527","",338,"hathi"
"8528","                                   WOODSTOCK [195]             (Cont.)",339,"hathi"
"8529","Election         Electors            Candidate                           Party   Votes",339,"hathi"
"8530","1874             1,071               Lord Randolph Churchill             C       569",339,"hathi"
"8531","                                     Hon. G.C. Brodrick                  L       404",339,"hathi"
"8532","1880             1,060               Lord Randolph Churchill             C       512",339,"hathi"
"8533","                                     W. Hall                             L       452",339,"hathi"
"8534","[Appointed Secretary of State for lndia]",339,"hathi"
"8535","1885             1,084*              Lord Randolph Churchill             C       532",339,"hathi"
"8536","(6/7)                                C. Grant                            L       405",339,"hathi"
"8537","Petitions: —",339,"hathi"
"8538","  1837:         Withdrawn",339,"hathi"
"8539","  1838:         Dismissed",339,"hathi"
"8540","                                                 341",339,"hathi"
"8541","",339,"hathi"
"8542","                                             BARNSTAPLE             [18]",33,"hathi"
"8543","                                                      (Two Seats)",33,"hathi"
"8544","Election           Electors             Candidate                          Party   Votes",33,"hathi"
"8545","1832               720                 tJ.P.B. Chichester                  L       519",33,"hathi"
"8546","                                        C. St.   J.",33,"hathi"
"8547","                                                Fancourt                   C       349",33,"hathi"
"8548","                                        T. Northmore                       L       225",33,"hathi"
"8549","                                        Lord George Hervey                 L       129",33,"hathi"
"8550","1835               790                  J.P.B. Chichester                  L       542",33,"hathi"
"8551","                                        C. St.J. Fancourt                  C       528",33,"hathi"
"8552","                                        J. Stewart                         L       134",33,"hathi"
"8553","                                        J.   Woolley                       C         3",33,"hathi"
"8554","1837               794                  J.P.B. Chichester                  L       387",33,"hathi"
"8555","                                        F. Hodgson                         c       356",33,"hathi"
"8556","                                        Hon. W.S. Best                     c       348",33,"hathi"
"8557","1841               807                  F. Hodgson                         C       360",33,"hathi"
"8558","                                        M. Gore                            C       349",33,"hathi"
"8559","                                        Hon. J.W. Fortescue                L       346",33,"hathi"
"8560","                                        Sir J.P.B. Chichester, Bt.         L       343",33,"hathi"
"8561","1847               781                  R. Bremridge                       C       464",33,"hathi"
"8562","                                        Hon. J.W. Fortescue                L       396",33,"hathi"
"8563","                                        F. Hodgson                         C       356",33,"hathi"
"8564","1852               771                  Sir W.A. Fraser, Bt.               C       406",33,"hathi"
"8565","                                        R. Bremridge                       C       393",33,"hathi"
"8566","                                        Viscount Ebrington                 L       332",33,"hathi"
"8567","[Election declared void on petition]",33,"hathi"
"8568","1854               784                  J. Laurie                          C       333",33,"hathi"
"8569","(25/8)                                  R.S. Guinness                      c       323",33,"hathi"
"8570","                                        W. Tite                            L       286",33,"hathi"
"8571","[Election of Laurie declared   void on petition]",33,"hathi"
"8572","1855                                    G.S. Buck                                  Unopp",33,"hathi"
"8573","(10/3)",33,"hathi"
"8574","1857               742                  Sir W.A. Fraser, Bt.               C       344",33,"hathi"
"8575","                                        J. Laurie                          C       252",33,"hathi"
"8576","                                        J. Taylor                          L       180",33,"hathi"
"8577","                                        G. Potts                           L       179",33,"hathi"
"8578","                                        H. T. Prinsep                      C        36",33,"hathi"
"8579","1859               693                  J.D.F.   Davie                     L       348",33,"hathi"
"8580","                                        G. Potts                           L       266",33,"hathi"
"8581","                                        Sir G.S. Stucley, Bt.              C       210",33,"hathi"
"8582","                                        Sir W.A. Fraser, Bt.               C       199",33,"hathi"
"8583","[Death of Potts]",33,"hathi"
"8584","1863               738               *'T.  Lloyd                           L       305",33,"hathi"
"8585","(20/10)                                *R. Bremridge                       c       284",33,"hathi"
"8586","                                                         35",33,"hathi"
"8587","",33,"hathi"
"8588","                                         WORCESTER       [196]",340,"hathi"
"8589","                                              (Two Seats)",340,"hathi"
"8590","Election         Electors           Candidate                        Votes",340,"hathi"
"8591","1832             2,366             tT.H.H. Davies                    Unopp.",340,"hathi"
"8592","                                   tG.R. Robinson                    Unopp.",340,"hathi"
"8593","1835             2,400              G.R. Robinson                L   1,611",340,"hathi"
"8594","                                    J.Bailey                     C   1,154",340,"hathi"
"8595","                                    T.H.H.   Davies              L   1,137",340,"hathi"
"8596","1837             3,238              J. Bailey                    C   Unopp.",340,"hathi"
"8597","                                    T.H.H. Davies                L   Unopp.",340,"hathi"
"8598","1841             3,037              Sir T.Wilde                  L   1,187",340,"hathi"
"8599","                                    J. Bailey                    c   1,173",340,"hathi"
"8600","                                    R. Hardy                     L     875",340,"hathi"
"8601","[Resignation of Wilde on appointment as Attorney-General]",340,"hathi"
"8602","1846                                Sir D. Le Marchant, Bt.          Unopp.",340,"hathi"
"8603","(8/7)",340,"hathi"
"8604","1847             2,518              O. Ricardo                   L   1,168",340,"hathi"
"8605","                                    F. Rufford                   c   1,141",340,"hathi"
"8606","                                    R. Hardy                     L     932",340,"hathi"
"8607","[Resignation of Rufford]",340,"hathi"
"8608","1852                                W. Laslett                       Unopp.",340,"hathi"
"8609","(28/4)",340,"hathi"
"8610","1852             2,290              W. Laslett                   L   1,212",340,"hathi"
"8611","                                    O. Ricardo                   L   1,164",340,"hathi"
"8612","                                    J.W. Huddleston              C     661",340,"hathi"
"8613","1857             2,530              W. Laslett                       1,137",340,"hathi"
"8614","                                    O. Ricardo                       1,003",340,"hathi"
"8615","                                    T. Sidney                          615",340,"hathi"
"8616","1859             2.563              W. Laslett                       Unopp.",340,"hathi"
"8617","                                    O. Ricardo                       Unopp.",340,"hathi"
"8618","[Resignation of Laslett]",340,"hathi"
"8619","1860                                R . Padmore                      Unopp.",340,"hathi"
"8620","(12/3)",340,"hathi"
"8621","1865             2,309             A.C. Sherriff                 L   1,255",340,"hathi"
"8622","                                   R. Padmore                    L   1,033",340,"hathi"
"8623","                                   J. Levick                     c     978",340,"hathi"
"8624","                 5,542t            W. Laslett                    C   2,439",340,"hathi"
"8625","                                   A.C. Sherriff                 L   2,063",340,"hathi"
"8626","                                   T.R. Hill                     L   1,586",340,"hathi"
"8627","                                   Sir F. Lycett                 L   1,269",340,"hathi"
"8628","                                                   342",340,"hathi"
"8629","",340,"hathi"
"8630","                                        WORCESTER           [196]   (Cont.)",341,"hathi"
"8631","                                                   (Two Seats)",341,"hathi"
"8632","Election            Electors              Candidate                                    Party        Votes",341,"hathi"
"8633","1874                5,578                 A.C. Sherriff                                L            2,284",341,"hathi"
"8634","                                          T.R. Hill                                    L            2,164",341,"hathi"
