"","text","page","method"
"9439","(Death of Dalrymple)",36,"adobe"
"9440","1873                5,182                      A.O. Hayter                  L       2,210",36,"adobe"
"9441","(9/101                                         W. Forsyth                   C       2 ,071",36,"adobe"
"9442","                                               C. ThomPl()n                 L           57",36,"adobe"
"9443","1874                5,454                      A.O . Hayter                 L       2,520",36,"adobe"
"9444","                                               N.G.P . Bousfield            C       2,397",36,"adobe"
"9445","                                               Lord John Herwy              L       2,391",36,"adobe"
"9446","                                               Viscount Grey de Wilton      C       2,348",36,"adobe"
"9447","1880                5,534                     Sir A .O . Hayter, Bt.        L       2,712",36,"adobe"
"9448","                                              E.R. Wodehouse                L       2,700",36,"adobe"
"9449","                                              A. Hardy                      C       2 ,359",36,"adobe"
"9450","                                              T .J. Smyth                   C       2,241",36,"adobe"
"9451","[Appointment of Hayter as a Lord Comm iuioner of the Treasury I",36,"adobe"
"9452","1880                                          Sir A.O . Hayter, Bt.         L       Unopp.",36,"adobe"
"9453","(8/5)",36,"adobe"
"9454","Petitions :-",36,"adobe"
"9455","        1832:    Di1mi11ed (Roebuck        on ly)",36,"adobe"
"9456","        1857 :   Dl1ml1sed (Tit•   only)",36,"adobe"
"9457","                                                            38",36,"adobe"
"9458","",36,"adobe"
"9459","                               DERBYSHIRE,NORTHERN",370,"adobe"
"9460","                                                 (213)",370,"adobe"
"9461","                                      (TwoSeats)",370,"adobe"
"9462","Election            Electors         Candidate                                 Peny   Votea",370,"adobe"
"9463","1832               4,370            tLord Cavendish                            L      3,388",370,"adobe"
"9464","                                    tT. Gisborne                               L      2,385",370,"adobe"
"9465","                                     Sir G. Sitwell, Bt .                      C      1,183",370,"adobe"
"9466","(Succeu ion of Cavendish to the Peerage - Earl of Burlingt on)",370,"adobe"
"9467","1834                                 Hon . G.H . Cavendish                     L      Unopp .",370,"adobe"
"9468","(27/51",370,"adobe"
"9469","1835               4,175             Hon . G.H . Cavendish                     L      Unopp.",370,"adobe"
"9470","                                     T. Gisborne                               L      Unopp.",370,"adobe"
"9471","1837               5,527             Hon. G.H. Cavendish                       L      2,816",370,"adobe"
"9472","                                     W. Evans                                  L      2,422",370,"adobe"
"9473","                                     G. Arkwright                              C      1,983",370,"adobe"
"9474","1841                5,757            Hon. G.H . Cavendish                      L      Unopp .",370,"adobe"
"9475","                                     W. Evans                                  L      Unopp.",370,"adobe"
"9476","1847                5.~1             Hon . G.H . Cavendish                     L      Unopp.",370,"adobe"
"9477","                                     W. Evans                                  L      Unopp .",370,"adobe"
"9478","1852                5 ,315           Hon . G .H . Cavend ish                   L      Unopp.",370,"adobe"
"9479","                                     W. Evans                                  L      Unopp .",370,"adobe"
"9480","(Resignation of Evans)",370,"adobe"
"9481","1853                5,219            W.P. Thornhill                            L      1,680",370,"adobe"
"9482","(22/71                               T.W . Evans                               L      1,195",370,"adobe"
"9483","1857                5,336            Hon. G.H . Cavendish (Lord Gt10rge",370,"adobe"
"9484","                                                                C.11t1ndi1h)   L      Unopp .",370,"adobe"
"9485","                                     W.P. Thornhill                            L      Unopp.",370,"adobe"
"9486","1859                5,380            Lord George Cavend ish                    L      Unopp .",370,"adobe"
"9487","                                     W.P. Thornhill                            L      Unopp .",370,"adobe"
"9488","1865                5,055            Lord George Cavendish                     L      Unopp .",370,"adobe"
"9489","                                     W. Jackson                                L      Unopp .",370,"adobe"
"9490","1868                6 ,231t          Lo rd George Cavendish                    L      2,903",370,"adobe"
"9491","                                     A .P. Arkwr ight                          C      2,698",370,"adobe"
"9492","                                     W. Jackson                                L      2,637",370,"adobe"
"9493","1874                6 ,594           A .P. Arkwr ight                          C      Unopp .",370,"adobe"
"9494","                                     Lord George Cavendish                     L      Unopp.",370,"adobe"
"9495","1880                6,985            Lord Edward Cavend ish                    L      3,416",370,"adobe"
"9496","                                     J.F. Cheetham                             L      3,183",370,"adobe"
"9497","                                     A .P. Arkwright                           C      2,936",370,"adobe"
"9498","                                     W. Sidebottom                             C      2,718",370,"adobe"
"9499","Petit ion : -   1868 : Wlthdrewn",370,"adobe"
"9500","                                                      372",370,"adobe"
"9501","",370,"adobe"
"9502","                          DERBYSHIRE, SOUTHERN (214)",371,"adobe"
"9503","                                   {Two Seats)",371,"adobe"
"9504","Election        Electon       Candidate                Party   Vot•",371,"adobe"
"9505","1832            5,541        tHon. G.J.V . Vlfnon      L       3,036",371,"adobe"
"9506","                             t Lord Wate,park          L       2,839",371,"adobe"
"9507","                               Sir R . Gresley, Bt.    C       1,952",371,"adobe"
"9508","1835            5,359         Sir G. Crewe, Bt.        C       2,517",371,"adobe"
"9509","                              Sir R. Gresley, Bt .     C       2,495",371,"adobe"
"9510","                              Hon . G.J.V . Vlfnon     L       1,951",371,"adobe"
"9511","                              Lord Wate,park           L       1,910",371,"adobe"
"9512","1837            6,575         Sir G. Crewe, Bt .       C       Unopp.",371,"adobe"
"9513","                              F. Hurt                  C       Unopp.",371,"adobe"
"9514","1841            6,807         E.M. Mundy               C       3,234",371,"adobe"
"9515","                              C.R. Colvile             C       3,.209",371,"adobe"
"9516","                              M. Gisborne              L       2 ,403",371,"adobe"
"9517","                              Lord Waterpark           L       2,325",371,"adobe"
"9518","1847            7,272         C.R. Colvile             C       Unopp.",371,"adobe"
"9519","                              E.M. Mundy               C       Unopp.",371,"adobe"
"9520","(Death of Mundy)",371,"adobe"
"9521","1849                          W. Mundy                 C       Unopp.",371,"adobe"
"9522","(23/31",371,"adobe"
"9523","1852            7,099         C.R . Colvile            C       Unopp .",371,"adobe"
"9524","                              W. Mundy                 C       Unopp.",371,"adobe"
"9525","1857            7,102         T.W. Evans               L       3 ,922",371,"adobe"
"9526","                              C.R . Colvile            L       3,350",371,"adobe"
"9527","                              S.W. Clowes              C       2,105",371,"adobe"
"9528","                              Lord Stenhope            C       1,972",371,"adobe"
"9529","1859            7,147         T.W. Evans               L       3,536",371,"adobe"
"9530","                              W. Mundy                 C       3,185",371,"adobe"
"9531","                              A.H. Vlfnon              L       3,184",371,"adobe"
"9532","1865            7,976         T .W. Evans              L       3,891",371,"adobe"
"9533","                              C.R. Colvile             L       3,650",371,"adobe"
"9534","                              W. Mundy                 C       3,619",371,"adobe"
"9535","1868            7,833t        R. Smith                 C       3,594",371,"adobe"
"9536","                              Sir T. Gresley, Bt.      C       3,582",371,"adobe"
"9537","                              C.R. Colvile             L       3,375",371,"adobe"
"9538","                              T.W. Evans               L       3,443",371,"adobe"
"9539","(Death of Gresley)",371,"adobe"
"9540","1869            7,833°        H. Wilmot                C       3,511",371,"adobe"
"9541","116/1 I                       T.W. Evans               L       3,478",371,"adobe"
"9542","                                              373",371,"adobe"
"9543","",371,"adobe"
"9544","                      DERBYSHIRE, SOUTHERN (214) (Cont.)",372,"adobe"
"9545","                                   (Two Seats)",372,"adobe"
"9546","Election   Electors           Candldau                     Party   Vota",372,"adobe"
"9547","1874       8 ,179             Sir H. Wilmot , Bt.          C       3,934",372,"adobe"
"9548","                              T.W. Evans                   L       3,773",372,"adobe"
"9549","                              R. Smith                     C       3,572",372,"adobe"
"9550","1880       8,934              T.W. Evans                   L       Unopp .",372,"adobe"
"9551","                              Sir H. Wilmot, Bt.           C       Unopp.",372,"adobe"
"9552","                                          374",372,"adobe"
"9553","",372,"adobe"
"9554","                                 DEVON, EASTERN (215)",373,"adobe"
"9555","                                      (Two Seats)",373,"adobe"
"9556","Election        Electors           Candidate                       Party   Vot•",373,"adobe"
"9557","1868             9,933             Sir L. Palk, Bt.                C       4,034",373,"adobe"
"9558","                                   Lord Courtenay                  C       4,016",373,"adobe"
"9559","                                   C.J. Wade                       L       3,457",373,"adobe"
"9560","[Resignation of Courtenay I",373,"adobe"
"9561","1870                               J .H. Kennaway                  C       Unopp .",373,"adobe"
"9562","(9/4)",373,"adobe"
"9563","1874            10,246             Sir J .H. Kennaway , Bt.        C       Unopp .",373,"adobe"
"9564","                                   Sir L. Palk, Bt.                C       Unopp .",373,"adobe"
"9565","1880            10,416             Sir J .H. Kennaway, Bt.         C       4,501",373,"adobe"
"9566","                                   W.H. Walrond                    C       4,457",373,"adobe"
"9567","                                   J .B. Sterling                  L       3,487",373,"adobe"
"9568","[Appointment of Walrond es a Lord Commissioner of the Treasury I",373,"adobe"
"9569","1885                               W.H. Walrond                    C       Unopp .",373,"adobe"
"9570","(4/71",373,"adobe"
"9571","                                                .375",373,"adobe"
"9572","",373,"adobe"
"9573","                                 OEVON,NORTHERN",374,"adobe"
"9574","                                              (216)",374,"adobe"
"9575","                                             (Two Seats)",374,"adobe"
"9576","Election         Electors            Candidate                      Party   Vota",374,"adobe"
"9577","1832             5,388              tVi1COUntEbrlngton              L       Unopp.",374,"adobe"
"9578","                                     Hon. N. Fellowes               L       Unopp.",374,"adobe"
"9579","1835             6,236               Vi1COUntEbrington              L       Unopp.",374,"adobe"
"9580","                                     Hon. N. Fellowws               L       Unopp.",374,"adobe"
"9581","1837             7,757               Sir T.D. Aclend, Bt. (Senr.)   C       Unopp.",374,"adobe"
"9582","                                     Vi1COUntEbrington              L       Unopp.",374,"adobe"
"9583","(Ebrington called to the House of Loni•   11 Lord   Fortescue)",374,"adobe"
"9584","1839             1.s11·              L.W. Buck                      C       3,720",374,"adobe"
"9585","(18/3)                               J.W. Buller                    L       3,24'0",374,"adobe"
"9586","                                     •",374,"adobe"
"9587","1841             8,869               Sir T.D. Acfend, Bt. (Senr.l   C       Unopp.",374,"adobe"
"9588","                                     L.W. Buck                      C       Unopp.",374,"adobe"
"9589","1847             8,597               Sir T.D. Aclend, Bt. (Senr.l   C       Unopp.",374,"adobe"
"9590","                                     L.W. Buck                      C       Unopp.",374,"adobe"
"9591","1852             8,064               Sir T.D. Aclend, Bt. (Senr.l   C       Unopp.",374,"adobe"
"9592","                                     L.W. Buck                      C       Unopp.",374,"adobe"
"9593","1857             7,264               J.W. Buller                    L       3,652",374,"adobe"
"9594","                                     Hon. C.H.R. Trefusi$           C       2,322",374,"adobe"
"9595","                                     Sir S.H. Northcote, Bt.        C       2,105",374,"adobe"
"9596","1859             8,764               J.W. Buller                    L       Unopp.",374,"adobe"
"9597","                                     Hon. C.H.R. Trefusis           C       Unopp.",374,"adobe"
"9598","[Death of Buller I",374,"adobe"
"9599","1865                                 T.O . Acland                   L       Unopp.",374,"adobe"
"9600","(1/41",374,"adobe"
"9601","1865             8,746               T.D. Acland                    L       Unopp.",374,"adobe"
"9602","                                     Hon. C.H.R. Trefusis           C       Unopp.",374,"adobe"
"9603","[Succession of Trefusis to the Peerage - Lord Clinton)",374,"adobe"
"9604","1866                                 Sir S.H. Northcote, Bt.        C       Unopp.",374,"adobe"
"9605","(9/51",374,"adobe"
"9606","[Appointment of Northcote as President of the Board of Trade)",374,"adobe"
"9607","1866                                 Sir S.H. Northcote, Bt.        C       Unopp.",374,"adobe"
"9608","(14/71",374,"adobe"
"9609","[Appointment of Northcote as Secretary of State for India)",374,"adobe"
"9610","1867                                 Sir S.H. Northcote, Bt.        C       Unopp.",374,"adobe"
"9611","(18/31",374,"adobe"
"9612","                                                    376",374,"adobe"
"9613","",374,"adobe"
"9614","                           DEVON, NORTHERN (216) (Cont.)",375,"adobe"
"9615","                                     (Two Seats)",375,"adobe"
"9616","Election        Electon             Candldm                                     Party         VotN",375,"adobe"
"9617","1868            9,260t              Sir S.H. Northcote, Bt.                     C             3,967",375,"adobe"
"9618","                                    T.D.Adand                                   L             3.898",375,"adobe"
"9619","                                    J .W. Walrond                               C             3,520",375,"adobe"
"9620","1874            9,829               Sir T.D. Acland , Bt. (Junr .)              L             Unopp.",375,"adobe"
"9621","                                    Sir S.H. Northcote, Bt .                    C             Unopp .",375,"adobe"
"9622","[Appointment of Northcote as Chancellor of the Exchequer)",375,"adobe"
"9623","1874                                Sir S.H. Northcote, Bt.                     C             Unopp .",375,"adobe"
"9624","(18/3)",375,"adobe"
"9625","1880            9,496               Sir T.D. Acland , Bt. (Junr.1               L             Unopp .",375,"adobe"
"9626","                                    Sir S.H. Nonhcote, Bt .                     C             Unopp .",375,"adobe"
"9627","[Resignation of Northcote on appointment as First Lord of the Treasury and elevation to the",375,"adobe"
"9628"," Peerage- Earl of lddesleigh)",375,"adobe"
"9629","1885                                J .C.M. Stevens                             C             Unopp .",375,"adobe"
"9630","c2m",375,"adobe"
"9631","                                                  377",375,"adobe"
"9632","",375,"adobe"
"9633","                                 DEVON, SOUTHERN               (217)",376,"adobe"
"9634","                                        (Two Seats)",376,"adobe"
"9635","Election        Electors            Candidate                             Party   Votes",376,"adobe"
"9636","1832               7,463           tLord John Ru11ell                     L       3,782",376,"adobe"
"9637","                                    J .C. Bulteel                         L       3,684",376,"adobe"
"9638","                                    Sir J .B.Y. Buller, Bt.               C       3,217",376,"adobe"
"9639","1835               8 ,160           Sir J .B.Y. Bull er, St.              C       Unopp.",376,"adobe"
"9640","                                    Lord John Russell                     L       Unopp ,",376,"adobe"
"9641","(Appointment of Russell as Secretary of State for the Home Department )",376,"adobe"
"9642","1835               8,160            M.E.N. Parke-r                        C       3,755",376,"adobe"
"9643","(7/5 1                              Lord John Russell                     L       3,128",376,"adobe"
"9644","1837               10,775           Sir J.B.Y. Buller, Bt.                C       4,974",376,"adobe"
"9645","                                    M.E.N. ParkM                          C       4,671",376,"adobe"
"9646","                                    J.C. BultNI                           L       3,744",376,"adobe"
"9647","1841               10,783           Sir J .B.Y. Buller , Bt.              C       Unopp .",376,"adobe"
"9648","                                    Lo rd Courtenay                       C       Unopp .",376,"adobe"
"9649","1847               10,411           Sir J.8.Y . Bu"" er , Bt.              C       Unopp .",376,"adobe"
"9650","                                    Lord Courtenay                        C       Unopp .",376,"adobe"
"9651","(Resignation of Co urtenay   I",376,"adobe"
"9652","1849                                Sir R. Lopes, Bt.                     C       Unopp .",376,"adobe"
"9653","(13/21",376,"adobe"
"9654","1852               9,569            Sir J .B.Y. Bu~ler, Bt.               C       Unopp.",376,"adobe"
"9655","                                    Sir R. Lopes, Bt.                     C       Unopp .",376,"adobe"
"9656","(Death of Lopes)",376,"adobe"
"9657","1854                                L. Palk                               C       Unopp .",376,"adobe"
"9658","(14/21",376,"adobe"
"9659","1857               9 ,625           Sir J .B.Y. Buller, Bt.               C       Unopp .",376,"adobe"
"9660","                                    L. Palk                               C       Unopp .",376,"adobe"
"9661","(Elevation of Buller to the Peerage - Lord Chunton)",376,"adobe"
"9662","1858                                S.T. Kekewi ch                        C       Unopp .",376,"adobe"
"9663","(6/81",376,"adobe"
"9664","1859               9 ,466           S.T. Kekewi c,h                       C       Unopp .",376,"adobe"
"9665","                                    L. Palk                               C       Unopp .",376,"adobe"
"9666","1865               9 ,592           S.T. Kekawic,h                        C       Unopp .",376,"adobe"
"9667","                                    Sir L. Palk, Bt .                     C       Unopp .",376,"adobe"
"9668","1868               8 ,047t          Sir L.M. Lopes, Bt.                   C       3,234",376,"adobe"
"9669","                                    S.T. Kakewicti                        C       3,233",376,"adobe"
"9670","                                    Viscount Ambareley                    L       2,694",376,"adobe"
"9671","                                                   378",376,"adobe"
"9672","",376,"adobe"
"9673","                              DEVON, SOUTHERN (217) (Cont.)",377,"adobe"
"9674","                                       (Two Seats)",377,"adobe"
"9675","Election         Electon              Candidate               Partv   Vot•",377,"adobe"
"9676","(Death of Kekewich)",377,"adobe"
"9677","1873                                  J.C. Garnier            C       Unopp .",377,"adobe"
"9678","(17/61",377,"adobe"
"9679","1874              8,350               J.C. Garnier            C       Unopp.",377,"adobe"
"9680","                                      Sir L.M. Lopes, Bt .    C       Unopp.",377,"adobe"
"9681","(Appointment   of Lopas as a Civil Lord of the Admiralty)",377,"adobe"
"9682","1874                                  Sir L.M. Lopes, Bt.     C       Unopp.",377,"adobe"
"9683","I 19/31",377,"adobe"
"9684","1880              7,982               J.C. Garnier            C       Unopp.",377,"adobe"
"9685","                                      Sir L.M. Lopes, Bt.     C       Unopp .",377,"adobe"
"9686","(Resignation of Garnier)",377,"adobe"
"9687","1884                                  J. Tremayne             C       Unopp .",377,"adobe"
"9688","(14/81",377,"adobe"
"9689","                                                     379",377,"adobe"
"9690","",377,"adobe"
"9691","                                         DORSET (218)",378,"adobe"
"9692","                                          (Thr• Seats)",378,"adobe"
"9693","Election        Ellcton               Candidate                   Pwty   Vot•",378,"adobe"
"9694","1832            5,632                t Lord Ashley                C      Unopp.",378,"adobe"
"9695","                                     tW.J. Bankes                 C      Unopp.",378,"adobe"
"9696","                                     tHon. W.F .S. Ponsonby       L      Unopp .",378,"adobe"
"9697","1835            5,679                 Lord Ashley                 C      Unopp.",378,"adobe"
"9698","                                      Hon. W.F.S. Ponsonby        L      Unopp.",378,"adobe"
"9699","                                      H.C. Sturt                  C      Unopp.",378,"adobe"
"9700","1837            6,263                 Lord Ashley                 C      Unopp.",378,"adobe"
"9701","                                      Hon. J.G.C .F. Strangways   L      Unopp.",378,"adobe"
"9702","                                      H.C. Sturt                  C      Unopp.",378,"adobe"
"9703","1841            6.870                 Lord Ashley                 C      Unopp.",378,"adobe"
"9704","                                      G. Bank•                    C      Unopp.",378,"adobe"
"9705","                                      H.C. Sturt                  C      Unopp.",378,"adobe"
"9706","(Resignations of Ashley and Sturt)",378,"adobe"
"9707","1846                                  J . Floyer                  C      Unopp.",378,"adobe"
"9708","(19/21                                H.K. Seymer                 C      Unopp.",378,"adobe"
"9709","1847            6,275                 G. Bankes                   C      Unopp.",378,"adobe"
"9710","                                      J. Floyer                   C      Unopp.",378,"adobe"
"9711","                                      H.K. Seymer                 C      Unopp.",378,"adobe"
"9712","(Appointment of Bankes as Judge -Advocate General I",378,"adobe"
"9713","1852                                  G. Bankes                   C      Unopp.",378,"adobe"
"9714","(9/31",378,"adobe"
"9715","1852            5,690                 G. Bankes                   C      Unopp.",378,"adobe"
"9716","                                      J. Floyer                   C      Unopp.",378,"adobe"
"9717","                                      H.K. Seymer                 C      Unopp.",378,"adobe"
"9718","[Death of Bankes)",378,"adobe"
"9719","1856                                  H.G. Sturt                  C      Unopp .",378,"adobe"
"9720","(26/71",378,"adobe"
"9721","1857            5,621                 Hon. W.H.B. Portman         L      2,430",378,"adobe"
"9722","                                      H.G. Sturt                  C      2,197",378,"adobe"
"9723","                                      H.K. Seymer                 C      2,177",378,"adobe"
"9724","                                      J. Floyer                   C      2,159",378,"adobe"
"9725","1859            6,639                 Hon. W.H.B. Portman         L      Unopp.",378,"adobe"
"9726","                                      H.K. Seymer                 C      Unopp.",378,"adobe"
"9727","                                      H.G . Stun                  C      Unopp.",378,"adobe"
"9728","[Resignation of Seymer)",378,"adobe"
"9729","1864                                 J. Floyer                    C      Unopp.",378,"adobe"
"9730","(27/21",378,"adobe"
"9731","                                                   380",378,"adobe"
"9732","",378,"adobe"
"9733","                                  DORSET (218) (Cont.)",379,"adobe"
"9734","                                      (Three Seats)",379,"adobe"
"9735","Election        Electors           Candid...               Party   VotN",379,"adobe"
"9736","1885            6.203              J . Floyer              C       Unopp .",379,"adobe"
"9737","                                   Hon . W.H.B. Portman    L       Unopp .",379,"adobe"
"9738","                                   H.G.Sturt               C       Unopp .",379,"adobe"
"9739","1868            7,443t             J . Floyer              C       Unopp.",379,"adobe"
"9740","                                   Hon. W.H.B. Portman     L       Unopp .",379,"adobe"
"9741","                                   H.G. Sturt              C       Unopp.",379,"adobe"
"9742","1874            7,293              J. Floyer               C       UIIOPt)",379,"adobe"
"9743","                                                                        .",379,"adobe"
"9744","                                    Hon . W.H.B. Portman   L       Unow.",379,"adobe"
"9745","                                    H.G. Sturt             C       Unopp .",379,"adobe"
"9746","(Elewtlon of Sturt to the Peerage- Lord Alington)",379,"adobe"
"9747","1876            7,142              Hon. E.H.T. Digby       C       3,060",379,"adobe"
"9748","(5/21                              R . Fowler              C       1,866",379,"adobe"
"9749","1880            7,522              Hon . E.H.T. Digby      C       Unopp .",379,"adobe"
"9750","                                   J . Floyer              C       Unopp .",379,"adobe"
"9751","                                   Hon . W.H.B. Portman    L       Unopp .",379,"adobe"
"9752","                                                381",379,"adobe"
"9753","",379,"adobe"
"9754","                                           BEDFORD (20)",37,"adobe"
"9755","                                              (Two Seats)",37,"adobe"
"9756","Election            Electors         C.ndidata                     Party   VotH",37,"adobe"
"9757","1832                1,572           tW .H. Whitbread               L        599",37,"adobe"
"9758","                                     S. Crawley                    L        486",37,"adobe"
"9759","                                    tF . Polhill                   C        483",37,"adobe"
"9760","1835                1,252            F. Polhill                    C        490",37,"adobe"
"9761","                                     S. Crawley                    L        403",37,"adobe"
"9762","                                     W.H . Whitbread               L        383",37,"adobe"
"9763","1837                1,192             F . Polhill                  C        467",37,"adobe"
"9764","                                   .. H. Stuart                    C        419",37,"adobe"
"9765","                                     •s. Crawley                   L        412",37,"adobe"
"9766","1841                  826            F . Polhill                   C        433",37,"adobe"
"9767","                                     H. Stuart                     C        421",37,"adobe"
"9768","                                     W.H . Whitbread               L        410",37,"adobe"
"9769","1847                1,073            Sir H. Verney , Bt.           L        453",37,"adobe"
"9770","                                     H. Stuart                     C        432",37,"adobe"
"9771","                                     F . Polhill                   C        392",37,"adobe"
"9772","1852                  910            H. Stuart                     C        517",37,"adobe"
"9773","                                     S. Whitbread                  L        435",37,"adobe"
"9774","                                     T.C. Anstey                   L        252",37,"adobe"
"9775","[Death of Stuart)",37,"adobe"
"9776","1854                 913•            W. Stuart                     C        422",37,"adobe"
"9777","16/12)                               J.S . Trelawny                L        331",37,"adobe"
"9778","1857                 879             S. Whitb read                 L        452",37,"adobe"
"9779","                                     T . 8arnerd                   L        435",37,"adobe"
"9780","                                     W. Stuart                     C        376",37,"adobe"
"9781","                                     E.T. Smith                    C        176",37,"adobe"
"9782","1859                 927             S. Whitbread                  L        455",37,"adobe"
"9783","                                     W . Stuart                    C        449",37,"adobe"
"9784","                                     T . Barnard                   L        427",37,"adobe"
"9785","                                     F.C.P. Turner                 C        427",37,"adobe"
"9786","[Appointment   of Whitbread as a Civil Lord of the Admiralty   I",37,"adobe"
"9787","1859                 927             S. Whitbread                  L        441",37,"adobe"
"9788","128/6)                               F.C.P. Turner                 C        389",37,"adobe"
"9789","1865                1,106            S. Whitbread                  L        574",37,"adobe"
"9790","                                     W. Stuart                     C        476",37,"adobe"
"9791","                                     M. Chambers                   L        345",37,"adobe"
"9792","1868                2,127            J . Howard                    L       1,311",37,"adobe"
"9793","                                     S. Whitbread                  L       1,242",37,"adobe"
"9794","                                     F.C .P. Turner                C         769",37,"adobe"
"9795","                                     E.L. O 'Malley                C         491",37,"adobe"
"9796","1874                2 ,213           S. Whitbread                  L       1,155",37,"adobe"
"9797","                                     F.C.P. Turner                 C       1,010",37,"adobe"
"9798","                                     C. Magniac                    L       1,006",37,"adobe"
"9799","                                                    39",37,"adobe"
"9800","",37,"adobe"
"9801","                              DURHAM.NORTHERN (219)",380,"adobe"
"9802","                                   (TwoSeats)",380,"adobe"
"9803"," Election       Electors            Candidate                            Party   Vo•",380,"adobe"
"9804","1832             4,267             H, Lambton                            L       2,558",380,"adobe"
"9805","                                  tSir H. Williamson, Bt. (Senr.l        L       2,182",380,"adobe"
"9806","                                   E.R.G. Braddyll                       C       1,676",380,"adobe"
"9807","1835             4,772             H. Lambton                            L       Unopp ,",380,"adobe"
"9808","                                   Sir H. WIiiiamson, St . (Senr.)       L       Unopp.",380,"adobe"
"9809","1837             5,170             H. Lambton                            L       2,358",380,"adobe"
"9810","                                   Hon . H.T. Liddell                    C       2,323",380,"adobe"
"9811","                                   Sir W , Chaytor, Bt .                 L       2,062",380,"adobe"
"9812","1841             5,824              H. Lambton                           L       Unopp .",380,"adobe"
"9813","                                    Hon. H.T. Liddell                    C       Unopp.",380,"adobe"
"9814","1847             6,472              Viscount Seaham                      C       Unopp ,",380,"adobe"
"9815","                                    R.O . Shafto                         L       Unopp.",380,"adobe"
"9816","1852             6,631              Viscount Seaham                      C       Unopp ,",380,"adobe"
"9817","                                    A .O. Shafto                         L       Unopp.",380,"adobe"
"9818","[Succession of Seaham to the Peerage - Earl Vane)",380,"adobe"
"9819","1854                                Lord Adolphus Vane (Vane-TemptJSt)   C       Unopp .",380,"adobe"
"9820","(1/4)",380,"adobe"
"9821","1857             5,847             R.O. Shafto                           L       Unopp.",380,"adobe"
"9822","                                   Lord Adolphus Vane-Tempest            C       Unopp.",380,"adobe"
"9823","1859             5.863             R.O. Shafto                           L       Unopp.",380,"adobe"
"9824","                                   Lord Adolphus Vane-Tempest            C       Unopp .",380,"adobe"
"9825","[Death of Vane-Tempest)",380,"adobe"
"9826","1864                               Sir H. Will iamson, St. (Junr.1       L       Unopp .",380,"adobe"
"9827","(28/61",380,"adobe"
"9828","1865             6 ,042            Sir H. Williamson, St. (Junr.l        L       2,888",380,"adobe"
"9829","                                   R.O. Shafto                           L       2,689",380,"adobe"
"9830","                                   Hon . G.W. Barr ington                C       2,210",380,"adobe"
"9831","1868            10,576t            G. Elliot                             C       4,649",380,"adobe"
"9832","                                   Sir H. Williamson, Bt. (Junr.l        L       4,011",380,"adobe"
"9833","                                   I.L. Bell                             L       3,822",380,"adobe"
"9834","1874            10,760             1.L. Bell                             L       4,364",380,"adobe"
"9835","                                   C.M . Palmer                          L       4,327",380,"adobe"
"9836","                                   G. Elliot                             C       4,011",380,"adobe"
"9837","                                   R.L. Pemberton                        C       3,501",380,"adobe"
"9838","                                                382",380,"adobe"
"9839","",380,"adobe"
"9840","                               DURHAM, NORTHERN (219) (Cont.)",381,"adobe"
"9841","                                         (Two Seats)",381,"adobe"
"9842"," Election          Electon              Clndktat•               Party   Votes",381,"adobe"
"9843"," [Election declared void on petition)",381,"adobe"
"9844","1874               10,760               C.M. Palmer             L       4,256",381,"adobe"
"9845","(22/6)                                  Sir G. Elliot, Bt.      C       4,254",381,"adobe"
"9846","                                        1.L. Bell               L       4,104",381,"adobe"
"9847","1880               13,165               J. Joicey               L       6,233",381,"adobe"
"9848","                                        C.M. Palmer             L       5,901",381,"adobe"
"9849","                                        Sir G. Elliot, Bt .     C       5,092",381,"adobe"
"9850","[Death of Joicey   I",381,"adobe"
"9851","1881               13,233               Sir G. Elliot, Bt.      C       5,548",381,"adobe"
"9852","(7/9)                                   J. Laing                L       4.896",381,"adobe"
"9853","Petitions : -",381,"adobe"
"9854","         1874:     Vold election",381,"adobe"
"9855","         1874:     Dl1ml1Md",381,"adobe"
"9856","         (22/6)",381,"adobe"
"9857","                                                      383",381,"adobe"
"9858","",381,"adobe"
"9859","                             DURHAM, SOUTHERN (220)",382,"adobe"
"9860","                                   (Two Seats)",382,"adobe"
"9861","Election           Electon     Candidate              Pwty   Vo•",382,"adobe"
"9862","1832                4,336      J.PNM                  L      2,273",382,"adobe"
"9863","                               J. Bowes               L      2,218",382,"adobe"
"9864","                               A.O. Shafto            L      1,841",382,"adobe"
"9865","1835                4,454      J. Bow11               L      Unopp.",382,"adobe"
"9866","                               J.PNM                  L      Unopp.",382,"adobe"
"9867","1837                4,980      J.Bown                 L      Unopp.",382,"adobe"
"9868","                               J. Pea11               L      Unopp.",382,"adobe"
"9869","1841                4,820      Lord Harry Vane        L      2,547",382,"adobe"
"9870","                               J. Bowes               L      2,483",382,"adobe"
"9871","                               J. Farrer              C      1,739",382,"adobe"
"9872","1847                5,783      J. Farrer              C      Unopp.",382,"adobe"
"9873","                               Lord Harry Vane        L      Unopp.",382,"adobe"
"9874","1852                5,616      J. Farrer              C      Unopp.",382,"adobe"
"9875","                               Lord Harry Vane        L      Unopp.",382,"adobe"
"9876","1857                5,565      H.PNM                  L      2,570",382,"adobe"
"9877","                               Lord Harry Vane        L      2,542",382,"adobe"
"9878","                               J. Farrer              C      2,091",382,"adobe"
"9879","1859                6,681      J. Farrer              C      Unopp.",382,"adobe"
"9880","                               H. Pease               L      Unopp.",382,"adobe"
"9881","1865                7,263      J.W. Pea•              L      3,401",382,"adobe"
